sku;import_decision;import_reason;designation_final;measure_final;weight_final;source_engine_file;source_id;total_occurrences_global;engine_models_all;source_pages_all;source_ids_all;compacted_type
007349008002;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;WASHER;8,4;0.008 KGM;engine_12V4000M40A.json;1101557;745;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;19, 20, 21, 22, 23, 26, 31, 32, 33, 40, 41, 43, 44, 49, 60, 65, 74, 80, 84, 87, 92, 96, 101, 102, 104, 105, 106, 107, 108, 111, 112, 114, 115, 116, 117, 120, 122, 130, 131, 132, 135, 139, 141, 142, 143, 145, 146, 147, 149, 151, 153, 154, 155, 157, 159, 168, 171, 174, 175, 176, 186, 187, 192, 196, 198, 204, 205, 207, 213, 214, 216, 217, 222, 223, 232, 233, 235, 237, 239, 240, 241, 243, 250, 251, 252, 253, 255, 257, 262, 271, 272, 273, 276, 281, 299, 303, 304, 306, 307, 318, 320, 329, 331, 332, 342, 349, 367, 368, 369, 370, 372, 386, 387, 392, 394, 396, 397, 398, 404, 435, 436, 437, 441, 453, 456, 457, 460, 462, 463, 466, 467, 469, 470, 476, 480, 481, 485, 486, 490, 492, 494, 500, 501, 504, 507, 511, 512, 513, 517, 518, 522, 526, 527, 528, 540, 556, 558, 559, 568, 569, 570, 571, 572, 577, 589, 590, 592, 594, 595, 596, 598, 602, 603, 606, 609, 625, 626, 627, 629, 632, 633, 634, 638, 640, 643, 645, 647, 648, 649, 653, 658, 660, 666, 667, 668, 669, 670, 682, 683, 684, 685, 686, 693, 694, 723, 734, 736, 738, 741, 751, 752, 763, 764, 765, 766, 788, 790, 795, 804, 814, 818, 823, 824, 830, 832, 833, 839, 840, 852, 862, 867, 876, 894, 897, 904, 907, 908, 913, 914, 922, 923, 925, 935, 944, 947, 964, 967, 968, 977, 980, 981, 982, 985, 988, 1005, 1008, 1025, 1027, 1029, 1038, 1040, 1041, 1043, 1044, 1045, 1054, 1064, 1068, 1081, 1083, 1096, 1106, 1107, 1142, 1143, 1147, 1150, 1159, 1160, 1161, 1162, 1169, 1178, 1179, 1184, 1185, 1186, 1194, 1195, 1203, 1205, 1215, 1216, 1222, 1228, 1229, 1230, 1231, 1247, 1249, 1265, 1268, 1269, 1272, 1273, 1274, 1278, 1280, 1290, 1293, 1298, 1303, 1304, 1310, 1318, 1319, 1326, 1331, 1332, 1333, 1334, 1335, 1336, 1343, 1345, 1362, 1363, 1364, 1365, 1367, 1376, 1382, 1384, 1392, 1394, 1395, 1404, 1417, 1419, 1421, 1439, 1440, 1441, 1450, 1457, 1460, 1482, 1515, 1516, 1555, 1556, 1557, 1558, 1576, 1580, 1582, 1588, 1589, 1607, 1650, 1651, 1675, 1711, 1712, 1713, 1723, 1744, 1762, 1841;1101557, 1101558, 1101559, 1101560, 1101561, 1101562, 1101563, 1200096, 1200215, 1200225, 1200230, 1200255, 1200483, 1200562, 1200566, 1200584, 1200590, 1200605, 1200610, 1200613, 1200619, 1200675, 1200705, 1200763, 1200775, 1200780, 1200783, 1200785, 1201002, 1201011, 1201028, 1201047, 1201049, 1201057, 1201061, 1201272, 1201520, 1201546, 1201549, 1201563, 1201573, 1201581, 1201590, 1201592, 1201604, 1201615, 1201622, 1201640, 1201652, 1201664, 1201906, 1201918, 1201931, 1201943, 1201951, 1201969, 1202000, 1202007, 1202043, 1202107, 1202295, 1202328, 1202330, 1202413, 1202422, 1202452, 1202530, 1202541, 1202544, 1202563, 1202591, 1203239, 1203358, 1203368, 1203373, 1203398, 1203625, 1203703, 1203707, 1203724, 1203730, 1203743, 1203748, 1203752, 1203758, 1203815, 1203844, 1203901, 1203913, 1203918, 1203921, 1203923, 1204141, 1204150, 1204167, 1204186, 1204188, 1204196, 1204200, 1204410, 1204659, 1204685, 1204688, 1204702, 1204712, 1204720, 1204729, 1204731, 1204743, 1204754, 1204761, 1204779, 1204791, 1204803, 1205045, 1205057, 1205070, 1205082, 1205089, 1205107, 1205138, 1205146, 1205182, 1205246, 1205436, 1205469, 1205471, 1205573, 1205582, 1205612, 1205690, 1205701, 1205704, 1205723, 1205751, 1300064, 1300078, 1300297, 1300554, 1300762, 1300781, 1300797, 1300826, 1301184, 1301490, 1302157, 1302986, 1303000, 1303219, 1303477, 1303673, 1303692, 1303708, 1303737, 1304097, 1304403, 1304928, 1400102, 1400213, 1400219, 1400234, 1400256, 1400503, 1400578, 1400596, 1400621, 1400629, 1400637, 1400646, 1400655, 1400662, 1400667, 1400690, 1400697, 1400802, 1400822, 1401044, 1401056, 1401146, 1401331, 1401456, 1401467, 1401472, 1401477, 1401481, 1401502, 1401507, 1401511, 1401599, 1401791, 1401794, 1401805, 1401827, 1402019, 1402160, 1402178, 1402209, 1402230, 1402247, 1402263, 1402280, 1402287, 1402520, 1402785, 1402787, 1402789, 1402800, 1402867, 1402875, 1402887, 1402917, 1402924, 1402927, 1403274, 1403383, 1403388, 1403403, 1403425, 1403672, 1403748, 1403766, 1403790, 1403798, 1403806, 1403815, 1403824, 1403831, 1403836, 1403859, 1403866, 1403971, 1403991, 1404213, 1404225, 1404315, 1404499, 1404625, 1404636, 1404641, 1404646, 1404650, 1404671, 1404676, 1404680, 1404768, 1404960, 1404963, 1404974, 1404996, 1405188, 1405329, 1405347, 1405378, 1405399, 1405416, 1405432, 1405449, 1405456, 1405689, 1405954, 1405956, 1405958, 1405969, 1406036, 1406044, 1406056, 1406086, 1406093, 1406096, 1406443, 1406552, 1406557, 1406572, 1406594, 1406841, 1406917, 1406935, 1406959, 1406967, 1406975, 1406984, 1406993, 1407000, 1407005, 1407028, 1407035, 1407140, 1407160, 1407382, 1407394, 1407484, 1407668, 1407803, 1407814, 1407819, 1407824, 1407828, 1407849, 1407854, 1407858, 1407946, 1408138, 1408141, 1408152, 1408174, 1408366, 1408507, 1408525, 1408556, 1408577, 1408594, 1408610, 1408627, 1408634, 1408867, 1409132, 1409134, 1409136, 1409147, 1409214, 1409222, 1409234, 1409264, 1409271, 1409274, 1409621, 1409730, 1409735, 1409750, 1409772, 1410019, 1410095, 1410113, 1410137, 1410145, 1410153, 1410162, 1410171, 1410178, 1410183, 1410206, 1410213, 1410318, 1410338, 1410560, 1410572, 1410662, 1410846, 1410981, 1410992, 1410997, 1411002, 1411006, 1411027, 1411032, 1411036, 1411124, 1411317, 1411320, 1411331, 1411353, 1411547, 1411685, 1411703, 1411734, 1411755, 1411772, 1411788, 1411806, 1411813, 1412069, 1412334, 1412337, 1412339, 1412350, 1412417, 1412425, 1412437, 1412467, 1412474, 1412477, 1500066, 1500161, 1500379, 1500466, 1500503, 1500627, 1500862, 1500942, 1501094, 1501231, 1501280, 1501365, 1501606, 1501754, 1501795, 1502343, 1503272, 1503367, 1503585, 1503672, 1503709, 1503833, 1504069, 1504149, 1504301, 1504438, 1504487, 1504572, 1504813, 1504961, 1505002, 1505380, 1505735, 1505830, 1506048, 1506135, 1506172, 1506296, 1506532, 1506612, 1506764, 1506901, 1506950, 1507035, 1507276, 1507424, 1507465, 1507873, 1508222, 1508317, 1508536, 1508623, 1508660, 1508784, 1509016, 1509096, 1509249, 1509387, 1509436, 1509521, 1509762, 1509912, 1509953, 1510363, 1600058, 1600083, 1600325, 1600651, 1600665, 1600929, 1600946, 1600977, 1601039, 1601311, 1601638, 1601645, 1601650, 1601684, 1602301, 1602392, 1700169, 1700179, 1700218, 1700269, 1700492, 1700576, 1700593, 1700619, 1700627, 1700635, 1700644, 1700653, 1700660, 1700665, 1700688, 1700787, 1700807, 1701269, 1701272, 1701519, 1701775, 1701982, 1701989, 1702017, 1702049, 1702060, 1702073, 1702080, 1702094, 1702102, 1702119, 1702134, 1702201, 1702270, 1703324, 1703332, 1703365, 1703367, 1703371, 1703384, 1703395, 1703434, 1703443, 1703471, 1703485, 1703488, 1703650, 1703669, 1703672, 1703914, 1703923, 1703962, 1704013, 1704242, 1704324, 1704341, 1704365, 1704373, 1704381, 1704390, 1704399, 1704406, 1704411, 1704434, 1704533, 1704553, 1705009, 1705012, 1705258, 1705515, 1705722, 1705729, 1705757, 1705789, 1705800, 1705813, 1705820, 1705834, 1705842, 1705859, 1705874, 1705941, 1706010, 1707064, 1707072, 1707105, 1707107, 1707111, 1707124, 1707135, 1707174, 1707183, 1707211, 1707225, 1707228, 1707390, 1707409, 1707412, 1707654, 1707663, 1707702, 1707753, 1707982, 1708064, 1708081, 1708105, 1708113, 1708121, 1708130, 1708139, 1708146, 1708151, 1708174, 1708273, 1708293, 1708749, 1708752, 1708998, 1709255, 1709462, 1709469, 1709497, 1709529, 1709540, 1709553, 1709560, 1709574, 1709582, 1709599, 1709614, 1709681, 1709750, 1710804, 1710812, 1710845, 1710847, 1710851, 1710864, 1710875, 1710914, 1710923, 1710951, 1710965, 1710968, 1711130, 1711149, 1711152, 1711394, 1711403, 1711442, 1711493, 1711722, 1711804, 1711821, 1711845, 1711853, 1711861, 1711870, 1711879, 1711886, 1711891, 1711914, 1712016, 1712036, 1712497, 1712500, 1712744, 1713000, 1713207, 1713214, 1713242, 1713273, 1713284, 1713297, 1713304, 1713317, 1713325, 1713342, 1713357, 1713425, 1713494, 1714544, 1714552, 1714585, 1714587, 1714591, 1714604, 1714615, 1714654, 1714663, 1714691, 1714705, 1714708, 1714870, 1714890, 1714893, 1800167, 1800176, 1800215, 1800265, 1800464, 1800540, 1800558, 1800597, 1800605, 1800613, 1800622, 1800631, 1800637, 1800642, 1800650, 1800760, 1801233, 1801236, 1801553, 1801714, 1801761, 1801767, 1801781, 1801788, 1801802, 1801814, 1801823, 1801839, 1801933, 1802189, 1802327, 1803148, 1803150, 1803152, 1803163, 1803738, 1803747, 1803787, 1803838, 1804037, 1804111, 1804129, 1804169, 1804177, 1804185, 1804194, 1804203, 1804209, 1804214, 1804222, 1804366, 1804839, 1804842, 1805159, 1805373, 1805420, 1805426, 1805440, 1805447, 1805461, 1805473, 1805482, 1805498, 1805592, 1805848, 1805986, 1806830, 1806832, 1806834, 1806845, 1900056, 1900076, 1900309, 1900593, 1900607, 1900908, 1900926, 1900942, 1900973, 1902496, 1902516, 1902749, 1903034, 1903048, 1903350, 1903368, 1903384, 1903415;new
007349013002;import_new;cumple condiciones para articulo nuevo;WASHER;13;0.022 KGM;engine_12V4000M40A.json;1101567;94;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;19, 20, 22, 23, 31, 32, 33, 40, 43, 167, 171, 173, 186, 195, 196, 204, 209, 216, 234, 244, 252, 289, 370, 386, 387, 395, 397, 428, 507, 517, 526, 540, 563, 571, 588, 592, 640, 648, 659, 681, 685, 690, 741, 751, 824, 852, 862, 894, 918, 943, 959, 988, 1004, 1026, 1035, 1036, 1044, 1081, 1096, 1106, 1133, 1195, 1205, 1220, 1249, 1265, 1273, 1297, 1298, 1331, 1344, 1355, 1364, 1373, 1384, 1398, 1432, 1440, 1477, 1506, 1642, 1675, 1711, 1735, 1778;1101567, 1200109, 1200163, 1201262, 1201634, 1203252, 1203305, 1204400, 1204773, 1300061, 1302983, 1400099, 1400178, 1401323, 1401545, 1401772, 1403271, 1403348, 1404491, 1404714, 1404941, 1406440, 1406517, 1407660, 1407892, 1408119, 1409618, 1409695, 1410838, 1411070, 1411297, 1500063, 1500126, 1501071, 1501213, 1501330, 1503269, 1503332, 1504278, 1504420, 1504537, 1505732, 1505795, 1506741, 1506883, 1507000, 1508219, 1508282, 1509224, 1509369, 1509486, 1600055, 1700106, 1701162, 1701503, 1701932, 1702037, 1702687, 1703852, 1704902, 1705243, 1705672, 1705777, 1706427, 1707592, 1708642, 1708983, 1709412, 1709517, 1710167, 1711332, 1712391, 1712729, 1713157, 1713261, 1713911, 1800107, 1801123, 1801129, 1801539, 1801726, 1801742, 1802094, 1802739, 1803679, 1804729, 1804735, 1805145, 1805385, 1805401, 1805753, 1806398, 1900053, 1902493;new
007603012111;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COPPER SEALING RING;A 12 X 15,5;0.001 KGM;engine_12V4000M40A.json;1101571;97;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;17, 19, 20, 22, 23, 25, 28, 31, 32, 33, 90, 92, 96, 102, 105, 106, 111, 115, 117, 121, 130, 131, 170, 173, 185, 195, 240, 370, 382, 386, 387, 421, 428, 445, 454, 466, 485, 502, 507, 525, 526, 539, 591, 595, 597, 602, 603, 659, 736, 741, 817, 824, 839, 847, 852, 893, 922, 947, 987, 1004, 1091, 1096, 1127, 1133, 1190, 1194, 1195, 1213, 1220, 1230, 1248, 1290, 1297, 1318, 1344, 1383, 1500, 1506, 1607, 1674;1101571, 1101572, 1101573, 1200111, 1200703, 1200714, 1201244, 1201959, 1203254, 1203842, 1203853, 1204383, 1205097, 1300059, 1300468, 1300567, 1302981, 1303391, 1303490, 1400057, 1400097, 1400798, 1401297, 1403229, 1403269, 1403967, 1404466, 1406398, 1406438, 1407136, 1407635, 1409576, 1409616, 1410314, 1410813, 1500029, 1500061, 1500623, 1501066, 1503229, 1503267, 1503829, 1504273, 1505692, 1505730, 1506292, 1506736, 1508185, 1508217, 1508780, 1509219, 1600053, 1600501, 1600678, 1600682, 1600685, 1600687, 1600695, 1600703, 1700052, 1700108, 1700783, 1701477, 1703797, 1703854, 1704529, 1705217, 1707537, 1707594, 1708269, 1708957, 1711277, 1711334, 1712012, 1712703, 1800054, 1800109, 1800756, 1801513, 1803626, 1803681, 1804362, 1805119, 1900051, 1900498, 1900620, 1900624, 1900627, 1900635, 1900643, 1902491, 1902938, 1903062, 1903066, 1903069, 1903077, 1903085;new
304017008087;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 8 X 50;0.021 KGM;engine_12V4000M40A.json;1101889;229;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;19, 20, 22, 23, 31, 32, 33, 40, 41, 43, 95, 101, 104, 105, 108, 112, 114, 115, 119, 120, 122, 154, 162, 178, 190, 196, 214, 216, 223, 224, 227, 229, 235, 236, 237, 238, 241, 251, 253, 255, 258, 259, 262, 272, 274, 279, 280, 286, 289, 319, 332, 344, 349, 370, 386, 387, 395, 396, 397, 428, 436, 453, 456, 463, 467, 469, 477, 507, 511, 517, 526, 571, 573, 578, 581, 586, 589, 590, 595, 602, 606, 609, 623, 637, 647, 649, 654, 658, 668, 675, 676, 682, 685, 686, 710, 715, 716, 723, 741, 751, 773, 806, 818, 823, 824, 832, 852, 862, 907, 935, 936, 944, 950, 964, 982, 1027, 1033, 1041, 1043, 1045, 1050, 1055, 1060, 1064, 1068, 1071, 1072, 1081, 1096, 1106, 1123, 1133, 1142, 1149, 1178, 1195, 1205, 1215, 1220, 1228, 1278, 1287, 1290, 1298, 1303, 1304, 1318, 1331, 1332, 1333, 1352, 1363, 1365, 1378, 1382, 1387, 1388, 1392, 1395, 1397, 1398, 1404, 1429, 1439, 1441, 1446, 1460, 1467, 1468, 1477, 1484, 1496, 1506, 1515, 1588, 1664, 1711, 1712, 1713, 1732, 1743, 1762, 1767, 1768, 1778;1101889, 1101890, 1101891, 1101892, 1101893, 1101894, 1101895, 1200100, 1200201, 1200216, 1200567, 1200650, 1200774, 1200779, 1200815, 1201614, 1201724, 1201728, 1202106, 1203243, 1203343, 1203359, 1203708, 1203790, 1203912, 1203917, 1203954, 1204753, 1204863, 1204867, 1205245, 1300063, 1300524, 1300903, 1301315, 1301733, 1302193, 1302985, 1303447, 1303814, 1304228, 1304645, 1304964, 1400106, 1400200, 1400628, 1401715, 1401812, 1401862, 1401866, 1402018, 1402923, 1403278, 1403370, 1403797, 1404884, 1404981, 1405031, 1405035, 1405187, 1406092, 1406447, 1406539, 1406966, 1408062, 1408159, 1408209, 1408213, 1408365, 1409270, 1409625, 1409717, 1410144, 1411240, 1411338, 1411389, 1411393, 1411546, 1412473, 1500070, 1500144, 1500510, 1501241, 1501518, 1501567, 1501605, 1502409, 1503276, 1503350, 1503716, 1504448, 1504725, 1504774, 1504812, 1505446, 1505739, 1505813, 1506179, 1506911, 1507188, 1507237, 1507275, 1507939, 1508226, 1508300, 1508667, 1509397, 1509676, 1509725, 1509761, 1510429, 1600057, 1600063, 1600614, 1600645, 1600669, 1601080, 1601919, 1602351, 1700114, 1700210, 1700626, 1701404, 1701899, 1702032, 1702110, 1702153, 1702170, 1702174, 1702269, 1702367, 1702434, 1702684, 1703860, 1703954, 1704372, 1705144, 1705639, 1705772, 1705850, 1705893, 1705910, 1705914, 1706009, 1706107, 1706174, 1706424, 1707600, 1707694, 1708112, 1708884, 1709379, 1709512, 1709590, 1709633, 1709650, 1709654, 1709749, 1709847, 1709914, 1710164, 1711340, 1711434, 1711852, 1712631, 1713124, 1713257, 1713333, 1713375, 1713393, 1713397, 1713493, 1713591, 1713658, 1713908, 1800012, 1800018, 1800025, 1800096, 1800207, 1800604, 1801370, 1801736, 1801740, 1801777, 1801819, 1802057, 1802144, 1802160, 1802164, 1802326, 1802416, 1802484, 1802736, 1803584, 1803590, 1803597, 1803668, 1803779, 1804176, 1804976, 1805395, 1805399, 1805436, 1805478, 1805716, 1805802, 1805819, 1805823, 1805985, 1806075, 1806143, 1806395, 1900055, 1900061, 1900587, 1900611, 1901169, 1901620, 1901624, 1902089, 1902495, 1902501, 1903028, 1903052, 1903611, 1904007, 1904011, 1904476;new
700209010208;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;STRESS BOLT;B M 10 X 90;0.047 KGM;engine_12V4000M40A.json;1101926;28;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90;19, 20, 22, 23, 31, 33, 370, 387, 507, 526, 741, 852, 1096, 1195;1101926, 1300072, 1302994, 1400094, 1400110, 1400115, 1403266, 1403282, 1403287, 1406435, 1406451, 1406456, 1409613, 1409629, 1409634, 1500074, 1503280, 1505743, 1508230, 1600050, 1600067, 1600071, 1900048, 1900066, 1900070, 1902488, 1902506, 1902510;new
700429075002;import_new;cumple condiciones para articulo nuevo;O-RING;A 75 X 3,5;0.004 KGM;engine_12V4000M40A.json;1102093;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;19, 20, 23, 31, 370, 526;1102093, 1300068, 1302990, 1600062, 1900060, 1902500;new
735151010100;import_new;cumple condiciones para articulo nuevo;SPACER;A 10,5;0.01 KGM;engine_12V4000M40A.json;1102231;115;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;19, 20, 22, 23, 31, 32, 33, 40, 43, 95, 104, 114, 115, 119, 120, 121, 124, 153, 160, 161, 167, 175, 185, 186, 190, 195, 205, 238, 250, 263, 267, 276, 277, 299, 303, 370, 386, 387, 395, 397, 428, 453, 454, 507, 515, 517, 521, 526, 529, 541, 542, 593, 602, 621, 633, 639, 647, 653, 666, 673, 692, 736, 741, 749, 751, 824, 852, 862, 875, 883, 976, 984, 992, 1008, 1069, 1081, 1094, 1096, 1106, 1133, 1195, 1205, 1220, 1230, 1238, 1325, 1330, 1333, 1362, 1385, 1417, 1430, 1458, 1465, 1506, 1765, 1842;1102231, 1102232, 1102233, 1200105, 1200161, 1200166, 1201144, 1201344, 1201872, 1202297, 1202408, 1203248, 1203303, 1203308, 1204283, 1204483, 1205011, 1205438, 1205568, 1300075, 1300512, 1301152, 1302997, 1303435, 1304065, 1400114, 1400118, 1400176, 1400182, 1401136, 1401199, 1402116, 1402525, 1403286, 1403290, 1403346, 1403352, 1404305, 1404368, 1405285, 1405694, 1406455, 1406459, 1406515, 1406521, 1407474, 1407537, 1408463, 1408872, 1409633, 1409637, 1409693, 1409699, 1410652, 1410715, 1411642, 1412074, 1500077, 1500124, 1500940, 1500990, 1501756, 1501933, 1503283, 1503330, 1504147, 1504197, 1504963, 1505140, 1505746, 1505793, 1506610, 1506660, 1507426, 1507603, 1508233, 1508280, 1509094, 1509144, 1509914, 1510092, 1600070, 1600074, 1600602, 1600631, 1600643, 1600709, 1600751, 1601275, 1700102, 1702332, 1703848, 1706072, 1707588, 1709812, 1711328, 1713556, 1800103, 1802381, 1803187, 1803675, 1806040, 1806869, 1900069, 1900073, 1900573, 1900585, 1900649, 1901392, 1902509, 1902513, 1903014, 1903026, 1903091, 1903779;new
000933008114;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 8 X 22;0.013 KGM;engine_12V4000M40A.json;1100707;14;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;21, 22, 26, 33, 207, 317, 331, 348, 372, 528, 544, 654, 817;1100707, 1100708, 1300077, 1302144, 1302999, 1304915, 1600082, 1602270, 1900075, 1901408, 1902238, 1902515, 1903795, 1904625;new
007603030101;import_new;cumple condiciones para articulo nuevo;COPPER SEALING RING;A 30 X 36;0.004 KGM;engine_12V4000M40A.json;1101628;361;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;21, 22, 24, 26, 27, 30, 31, 32, 33, 35, 36, 38, 97, 126, 129, 130, 133, 135, 140, 141, 144, 147, 148, 150, 151, 153, 154, 187, 192, 197, 203, 207, 211, 212, 216, 219, 221, 230, 233, 238, 239, 240, 241, 243, 244, 246, 248, 253, 254, 255, 259, 261, 262, 263, 268, 270, 272, 273, 274, 275, 276, 277, 278, 279, 280, 286, 287, 288, 289, 301, 303, 315, 372, 385, 386, 390, 392, 427, 432, 484, 488, 490, 494, 495, 498, 501, 502, 506, 512, 528, 536, 537, 540, 543, 544, 546, 547, 549, 550, 558, 570, 576, 592, 595, 596, 598, 607, 609, 611, 615, 617, 618, 623, 627, 629, 633, 640, 642, 651, 658, 671, 675, 676, 683, 684, 685, 693, 694, 697, 699, 721, 729, 734, 739, 740, 741, 746, 754, 755, 764, 768, 773, 774, 794, 823, 828, 848, 849, 851, 852, 855, 856, 857, 925, 932, 933, 936, 939, 940, 942, 943, 945, 946, 947, 956, 960, 962, 963, 972, 982, 995, 997, 1025, 1028, 1038, 1047, 1054, 1067, 1071, 1072, 1074, 1079, 1080, 1081, 1084, 1093, 1095, 1099, 1101, 1106, 1122, 1134, 1137, 1138, 1194, 1200, 1203, 1204, 1207, 1210, 1211, 1219, 1224, 1238, 1239, 1242, 1245, 1246, 1248, 1249, 1251, 1252, 1280, 1299, 1301, 1302, 1305, 1316, 1326, 1328, 1329, 1332, 1334, 1335, 1336, 1338, 1339, 1341, 1342, 1343, 1349, 1351, 1361, 1366, 1376, 1379, 1381, 1387, 1388, 1397, 1398, 1410, 1412, 1415, 1420, 1421, 1435, 1441, 1443, 1450, 1457, 1463, 1467, 1468, 1472, 1476, 1477, 1489, 1491, 1507, 1511, 1615, 1616, 1619, 1622, 1623, 1625, 1626, 1628, 1629, 1714, 1723, 1741, 1759, 1761, 1767, 1768, 1777, 1778, 1790, 1792;1101628, 1101629, 1101630, 1101631, 1101632, 1101633, 1101634, 1101635, 1101636, 1101637, 1101638, 1101639, 1101640, 1200088, 1200090, 1200116, 1200899, 1200921, 1200953, 1201464, 1201682, 1201991, 1202009, 1202036, 1202138, 1202189, 1202262, 1202286, 1203231, 1203233, 1203258, 1204039, 1204061, 1204093, 1204603, 1204821, 1205129, 1205148, 1205175, 1205277, 1205328, 1205401, 1205427, 1300084, 1301176, 1301361, 1301538, 1301555, 1301645, 1301718, 1301743, 1301749, 1303006, 1304089, 1304274, 1304451, 1304468, 1304557, 1304630, 1304655, 1304661, 1400091, 1400093, 1400124, 1400900, 1400924, 1400934, 1400970, 1400997, 1401590, 1401833, 1401961, 1401966, 1402087, 1402295, 1402305, 1402365, 1402421, 1403263, 1403265, 1403295, 1404066, 1404093, 1404103, 1404136, 1404166, 1404759, 1405002, 1405130, 1405135, 1405256, 1405464, 1405474, 1405534, 1405590, 1406432, 1406434, 1406464, 1407235, 1407262, 1407272, 1407305, 1407335, 1407937, 1408180, 1408308, 1408313, 1408434, 1408642, 1408652, 1408712, 1408768, 1409610, 1409612, 1409642, 1410413, 1410440, 1410450, 1410483, 1410513, 1411115, 1411359, 1411489, 1411494, 1411615, 1411821, 1411831, 1411911, 1411968, 1500058, 1500081, 1500711, 1500745, 1500779, 1501252, 1501356, 1501680, 1501713, 1501845, 1501977, 1502005, 1502168, 1503264, 1503287, 1503917, 1503951, 1503985, 1504459, 1504563, 1504887, 1504920, 1505052, 1505184, 1505212, 1505309, 1505727, 1505750, 1506380, 1506414, 1506448, 1506922, 1507026, 1507350, 1507383, 1507515, 1507647, 1507669, 1507751, 1507802, 1508214, 1508237, 1508868, 1508901, 1508935, 1509408, 1509512, 1509838, 1509871, 1510003, 1510136, 1510158, 1510240, 1510291, 1600079, 1600088, 1600090, 1601303, 1601470, 1601478, 1601734, 1601824, 1601929, 1601936, 1700100, 1700124, 1700894, 1700919, 1700929, 1700964, 1700992, 1701025, 1701053, 1701086, 1701114, 1701766, 1702141, 1702195, 1702301, 1702350, 1702355, 1702422, 1702427, 1702650, 1702667, 1702673, 1702697, 1702779, 1702836, 1703846, 1703869, 1704637, 1704665, 1704675, 1704707, 1704736, 1704766, 1704795, 1704825, 1704854, 1705506, 1705881, 1705935, 1706041, 1706090, 1706095, 1706162, 1706167, 1706390, 1706407, 1706413, 1706437, 1706519, 1706576, 1707586, 1707609, 1708377, 1708405, 1708415, 1708447, 1708476, 1708506, 1708535, 1708565, 1708594, 1709246, 1709621, 1709675, 1709781, 1709830, 1709835, 1709902, 1709907, 1710130, 1710147, 1710153, 1710177, 1710259, 1710316, 1711326, 1711349, 1712124, 1712150, 1712160, 1712194, 1712223, 1712254, 1712283, 1712314, 1712343, 1712991, 1713363, 1713419, 1713525, 1713574, 1713579, 1713646, 1713651, 1713874, 1713891, 1713897, 1713921, 1714002, 1714058, 1800117, 1800137, 1800848, 1800877, 1800884, 1800918, 1800950, 1800979, 1801011, 1801041, 1801073, 1801848, 1801864, 1801924, 1802131, 1802298, 1802314, 1802401, 1802406, 1802472, 1802477, 1802702, 1802719, 1802725, 1802749, 1802830, 1802895, 1803689, 1803709, 1804454, 1804483, 1804490, 1804524, 1804556, 1804585, 1804617, 1804647, 1804679, 1805507, 1805523, 1805583, 1805790, 1805957, 1805973, 1806060, 1806065, 1806131, 1806136, 1806361, 1806378, 1806384, 1806408, 1806489, 1806554, 1900081, 1900083, 1901628, 1901901, 1901930, 1902006, 1902100, 1902521, 1902523, 1904015, 1904288, 1904317, 1904393, 1904487;new
700325028101;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CLAMP HALF TUBE 1/2 D9-28;1/2 D 9 - 28;0.075 KGM;engine_12V4000M40A.json;1101979;25;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;21, 22, 26, 33, 197, 220, 221, 238, 239, 244, 255, 372, 528, 576, 592, 651, 683, 947, 1028, 1047, 1301, 1361, 1366, 1443, 1741;1101979, 1101980, 1101981, 1101982, 1201689, 1204828, 1300091, 1303013, 1401840, 1405009, 1408187, 1411366, 1501258, 1504465, 1506928, 1509414, 1600096, 1702148, 1705888, 1709628, 1713370, 1802138, 1805797, 1900089, 1902529;new
