Id;change_type;column;old_value;new_value
RB-12V4000M53-001174;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0162-02-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0517-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0178-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0532-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0886-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1241-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0167-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0653-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0998-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1338-01-1550.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0162-02-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0178-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0532-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0886-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1241-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0167-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0653-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0998-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1338-01-1550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0204-01-1550.webp
RB-12V4000M53-001201;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0162-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01-750.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0517-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01-750.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0179-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0533-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0887-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1242-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0168-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0654-01-2850.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0162-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0517-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0179-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0533-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0887-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1242-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0168-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0654-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0999-01-2850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1339-01-2850.webp
RB-12V4000M53-001266;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01-2050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01-2050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0167-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-920.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-1600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0521-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-920.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-1600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0875-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01-920.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0167-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-920.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-1600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0521-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-920.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-1600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0875-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01-920.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01-1600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1230-01-1000.webp
RB-12V4000M53-001273;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01-2400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01-2400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1248-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0173-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0659-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1004-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1344-01-1900.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1248-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0173-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0659-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1004-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1344-01-1900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0195-01-1470.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0591-01-1470.webp
RB-12V4000M53-001278;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01-2600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0221-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0300-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01-2600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0576-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0663-02-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0130-01-305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0134-01-305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0469-01-305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0473-01-305.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01-2600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0221-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01-2600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0576-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0130-01-305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0134-01-305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0469-01-305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0473-01-305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-2100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0238-01-1000.webp
RB-12V4000M53-001400;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0193-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0548-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0191-01-90.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0199-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0193-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0548-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0213-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0550-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0196-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0698-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M90-POS/16V4000M90-0191-01-90.webp
RB-12V4000M53-001645;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0215-01-7000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0570-01-7000.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0215-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0215-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0570-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0570-02.webp
RB-12V4000M53-001788;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0233-01-550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0588-01-550.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0233-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0233-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0588-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0588-02.webp
RB-12V4000M53-002180;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01-120.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0264-01.webp
RB-12V4000M53-002181;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0217-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0703-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1048-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1385-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0236-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0632-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1028-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1424-01-150.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0217-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0703-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1048-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1385-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0236-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0632-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1028-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1424-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1346-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1726-01-150.webp
RB-12V4000M53-002187;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01-500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01-500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0287-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0641-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0996-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1350-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0243-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0729-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1074-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1410-01-1100.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0287-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0641-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0996-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1350-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0243-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0729-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1074-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1410-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0302-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0698-01-1100.webp
RB-12V4000M53-002188;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01-550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01-550.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0264-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0619-01.webp
RB-12V4000M53-002189;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01-700.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0264-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0619-01.webp
RB-12V4000M53-002193;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-01-650.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-01-650.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-01-650.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1372-01-650.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-01-650.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-01-650.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-01-650.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1372-01-650.webp
RB-12V4000M53-002196;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-02-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-02-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0287-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0641-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0996-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1350-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0243-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0729-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1074-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1410-01-1000.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0287-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0641-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0996-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1350-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0243-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0729-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1074-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1410-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0302-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0698-01-1000.webp
RB-12V4000M53-002198;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-02-1150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-02-1150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0267-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0621-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0976-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1330-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0263-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0749-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1094-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1430-01-250.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0267-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0621-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0976-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1330-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0263-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0749-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1094-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-1430-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0039-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0276-01-250.webp
RB-12V4000M53-002199;changed_field;exp_imagenes;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-02-1200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-02-1200.webp;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0263-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0264-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0618-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0619-01.webp
