sku;pn_final;PART NO.;engine;model_type;fg_code;fg_description;fg_code_description;exp_categorias;exp_imagenes;designation_final;DESIGNATION;sust_hierarchie;hierarchie_final;sust_new_part_number;new_pn_final;sust_superseded_list;subst_pnlist_final;measurement_final;weight_final;synthetic_source;data_quality;synthetic_parent_id;synthetic_parent_pn;synthetic_parent_engine;synthetic_child_id;synthetic_child_pn;synthetic_child_engine;dedupe_trace;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
X59308100039;X59308100039;X59308100039;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-02-590.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.48 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000762;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100042;X59308100042;X59308100042;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-02-580.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.23 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000761;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100044;X59308100044;X59308100044;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-02-1070.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.229 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000802;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100045;X59308100045;X59308100045;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-02-600.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.417 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000763;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100049;X59308100049;X59308100049;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-90.webp;RETAINER PLATE;RETAINER PLATE;New;New;;;;;;1.45 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000629;107;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100050;X59308100050;X59308100050;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-02-1030.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.171 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000799;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100051;X59308100051;X59308100051;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-02-1020.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.228 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000798;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100052;X59308100052;X59308100052;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-02-1010.webp;FUEL LINE;FUEL LINE;New;New;X59308100052;X59308100052;;;;124,000 g;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000797;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100053;X59308100053;X59308100053;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-01-160.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.27 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000715;111;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100054;X59308100054;X59308100054;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-01-410.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.3 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000737;111;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100056;X59308100056;X59308100056;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-01-560.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.19 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000760;112;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308200001;X59308200001;X59308200001;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-550.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.432 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000675;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300005;X59308300005;X59308300005;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0125-01-250.webp;COVER;COVER;New;New;;;;;;3.500 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000762;125;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300010;X59308300010;X59308300010;20V4000M93L;20VM93L;83;;83;20VM93L-83;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1222-01-170.webp;CONNECTING PIECE;CONNECTING PIECE;New;New;;;;;;4.426 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93L;RB-20V4000M93L-000704;1222;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300013;X59308300013;X59308300013;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0125-01-200.webp;SEALING RING;SEALING RING;New;New;;;;;;0.005 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000757;125;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300014;X59308300014;X59308300014;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0125-01-210.webp;SHAFT;SHAFT;New;New;X59308300014;X59308300014;;;;0.94 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000758;125;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300015;X59308300015;X59308300015;20V4000M93L;20VM93L;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1224-01-170.webp;CONTROL DISC;CONTROL DISC;New;New;;;;;;;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93L;RB-20V4000M93L-000733;1224;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300017;X59308300017;X59308300017;16V4000M73;16VM73;83;FUEL FILTER;83 FUEL FILTER;16VM73-83;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0123-01-350.webp;LEVER;LEVER;New;New;;;;;;0.251 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000737;124;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300024;X59308300024;X59308300024;12V4000M53;12VM53;83;FUEL FILTER;83 FUEL FILTER;12VM53-83;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0121-01-1020.webp;RETAINER;RETAINER;New;New;X59308300024;X59308300024;X59308300016, X59608300001, X59608300025, X59308300028;X59308300016, X59608300001, X59608300025, X59308300028;;9.49 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000823;122;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300035;X59308300035;X59308300035;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0125-01-170.webp;CONTROL DISC;CONTROL DISC;New;New;;;;;;;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000754;125;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308300058;X59308300058;X59308300058;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0123-01-20.webp;FUEL FILTER SPIN-ON;FUEL FILTER SPIN-ON;New;New;X59308300058;X59308300058;X59308300031, X59308300055;X59308300031, X59308300055;;1,300 kg;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M53-000849;X59308300031;12V4000M53;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M53;RB-12V4000M53-000849;123;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X59308700006;X59308700006;X59308700006;12V4000M53;12VM53;87;LEAK-OFF FUEL MONITORING;87 LEAK-OFF FUEL MONITORING;12VM53-87;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0125-01-250.webp;LECKA-SENSORHOUSING;LECKA-SENSORHOUSING;New;New;X59308700006;X59308700006;X59308700003;X59308700003;;0.856 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000852;125;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59312500003;X59312500003;X59312500003;12V4000M53;12VM53;123;AIR SYSTEM;123 AIR SYSTEM;12VM53-123;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0145-01-1400.webp;PIPE HALF-CLAMP;PIPE HALF-CLAMP;New;New;;;;;;0.341 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001029;145;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59318300006;X59318300006;X59318300006;12V4000M53;12VM53;183;OIL FILTRATION/COOLING;183 OIL FILTRATION/COOLING;12VM53-183;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0191-01-800.webp;SPACER;SPACER;New;New;;;;;;1 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001366;191;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59318300009;X59318300009;X59318300009;16V4000M73;16VM73;183;OIL FILTRATION/COOLING;183 OIL FILTRATION/COOLING;16VM73-183;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0227-01-85.webp;SOCKET PIPE;SOCKET PIPE;New;New;X59318300009;X59318300009;5281870108;5281870108;;0.098 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001704;227;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59318300012;X59318300012;X59318300012;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0193-01-5.webp;OIL FILTER HOUSING;OIL FILTER HOUSING;New;New;;;;;;39,800 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001385;194;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59318300013;X59318300013;X59318300013;12V4000M53;12VM53;183;OIL FILTRATION/COOLING;183 OIL FILTRATION/COOLING;12VM53-183;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0191-01-250.webp;OIL FILTER HOUSING;OIL FILTER HOUSING;New;New;;;;;;38.9 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001359;191;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59318300023;X59318300023;X59318300023;12V4000M53;12VM53;183;OIL FILTRATION/COOLING;183 OIL FILTRATION/COOLING;12VM53-183;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0203-01-50.webp;OIL. DISTR. HOUSING;OIL. DISTR. HOUSING;New;New;;;;;;55,263 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001463;203;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59318300024;X59318300024;X59318300024;12V4000M53;12VM53;180;LUBRICATING OIL SYSTEM;180 LUBRICATING OIL SYSTEM;12VM53-180;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0184-01-350.webp;OIL. DISTR. HOUSING;OIL. DISTR. HOUSING;New;New;X59318300024;X59318300024;X59318300001, X59318300021;X59318300001, X59318300021;;54.2 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001335;184;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59318300025;X59318300025;X59318300025;12V4000M53;12VM53;180;LUBRICATING OIL SYSTEM;180 LUBRICATING OIL SYSTEM;12VM53-180;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0184-01-750.webp;RETURN LOCK FOR OIL COOLER;RETURN LOCK FOR OIL COOLER;New;New;;;;;;9.28 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001341;184;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200040;X59320200040;X59320200040;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0260-01-100.webp;FILTER CARTRIDGE FOR COOLANT;FILTER CARTRIDGE FOR COOLANT;New;New;X59320200040;X59320200040;0002043697;0002043697;;0.54 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-002060;260;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200043;X59320200043;X59320200043;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0260-01-50.webp;FILTER HEAD FOR COOLANT;FILTER HEAD FOR COOLANT;New;New;;;;;;0.652 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-002059;260;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200044;X59320200044;X59320200044;16V4000M73;16VM73;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;16VM73-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0257-01-150.webp;COOLANT FILTER;COOLANT FILTER;New;New;;;;;;1.354 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-002029;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200059;X59320200059;X59320200059;12V4000M53;12VM53;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM53-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0255-01-50.webp;RETAINER;RETAINER;New;New;;;;;;1.43 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002130;255;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200060;X59320200060;X59320200060;12V4000M53;12VM53;508;ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;508 ACCESSORIES FOR ENGINE GOVERNOR (ELECTRONIC) CONTROL SYSTEM;12VM53-508;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0359-01-60.webp;RETAINER;RETAINER;New;New;;;;;;1.491 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-003082;359;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200123;X59320200123;X59320200123;12V4000M53;12VM53;206;COOLANT PIPEWORK WITH THERMOSTAT;206 COOLANT PIPEWORK WITH THERMOSTAT;12VM53-206;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0263-01-700.webp;RESTRICTOR;RESTRICTOR;New;New;;;;;;0.119 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002189;264;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200137/75;X59320200137/75;X59320200137/75;12V4000M53;12VM53;;;;;;COOLANT DISTRIB HSG PRIMED;COOLANT DISTRIB HSG PRIMED;New;New;;;;;;147,000 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002165;262;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59320200152;X59320200152;X59320200152;16V4000M73;;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0264-01-10.webp;PREHEATER;PREHEATER;New;New;X59320200152;X59320200152;X59520200167;X59520200167;;32.000 kg;orphan_superseded_new;unknown_new_from_superseded;;;;RB-16V4000M73-002074;X59520200167;16V4000M73;;import;synthetic_new_from_orphan_superseded;true;1;16V4000M73;RB-16V4000M73-002074;264;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X59320200153;X59320200153;X59320200153;12V4000M53;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0225-01-10.webp;PREHEATER;PREHEATER;New;New;X59320200153;X59320200153;X59320200098;X59320200098;;30,000 kg;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M53-001727;X59320200098;12V4000M53;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M53;RB-12V4000M53-001727;225;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X59320200160/75;X59320200160/75;X59320200160/75;12V4000M53;12VM53, 16VM73, 20VM93L;206;COOLANT PIPEWORK WITH THERMOSTAT;206 COOLANT PIPEWORK WITH THERMOSTAT;12VM53-206, 16VM73-206, 20VM93L-206;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0261-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0285-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0286-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1409-01-50.webp;COOLANT DISTRIB HSG PRIMED;COOLANT DISTRIB HSG PRIMED;New;New;X59320200160/75;X59320200160/75;5282000616, X52820600009, X59420600002, X00025020, X59320200096, X59320200138, X59320200138/75, X59620200127, X59620200128, X59320200158, X59320200158/75, X59320200160;5282000616, X52820600009, X59420600002, X00025020, X59320200096, X59320200138, X59320200138/75, X59620200127, X59620200128, X59320200158, X59320200158/75, X59320200160;;155,000 kg;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M53-002156;X59320200138/75;12V4000M53;kept:orphan_superseded_new:synthetic_new_from_orphan_superseded | dropped:orphan_superseded_new:synthetic_new_from_orphan_superseded | kept:orphan_superseded_new:synthetic_new_from_orphan_superseded | dropped:orphan_superseded_new:synthetic_new_from_orphan_superseded | kept:orphan_superseded_new:synthetic_new_from_orphan_superseded | dropped:orphan_superseded_new:synthetic_new_from_orphan_superseded;import;synthetic_new_from_orphan_superseded;true;1;12V4000M53;RB-12V4000M53-002156;261;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
