sku;pn_final;PART NO.;engine;model_type;fg_code;fg_description;fg_code_description;exp_categorias;exp_imagenes;designation_final;DESIGNATION;sust_hierarchie;hierarchie_final;sust_new_part_number;new_pn_final;sust_superseded_list;subst_pnlist_final;measurement_final;weight_final;synthetic_source;data_quality;synthetic_parent_id;synthetic_parent_pn;synthetic_parent_engine;synthetic_child_id;synthetic_child_pn;synthetic_child_engine;dedupe_trace;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
X54899100002;X54899100002;X54899100002;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-140.webp;BRACKET;BRACKET;New;New;;;;;;0.074 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000634;107;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X54899100143;X54899100143;X54899100143;12V4000M40A;12VM40A;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg;GEAR;GEAR;New;New;X54899100143;X54899100143;5272010006, X00021750;5272010006, X00021750;;1,770 KG;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M40A-001616;X00021750;12V4000M40A;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M40A;RB-12V4000M40A-001616;247;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X56912300004;X56912300004;X56912300004;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0151-01-450.webp;FLANGE;FLANGE;New;New;X56912300004;X56912300004;5590981750;5590981750;;0.19 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M53-001093;5590981750;12V4000M53;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M53;RB-12V4000M53-001093;151;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X56912300025;X56912300025;X56912300025;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0151-01-150.webp;BUSHING;BUSHING;New;New;X56912300025;X56912300025;5350980050;5350980050;;0.19 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M53-001086;5350980050;12V4000M53;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M53;RB-12V4000M53-001086;151;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X56912300043;X56912300043;X56912300043;12V4000M53;12VM53;;;;;X56912300043.jpeg, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0151-01-1200.webp;ACTUATING CYLINDER;ACTUATING CYLINDER;New;New;X56912300043;X56912300043;0000982718, 0000983018;0000982718, 0000983018;;1.279 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001108;151;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X56999100096;X56999100096;X56999100096;12V4000M70;12VM70;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0154-01-80.webp;RING SHIM;RING SHIM;New;New;X56999100096;X56999100096;000988020019;000988020019;20 X 28 X 2;0.001 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M70-000947;000988020019;12V4000M70;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M70;RB-12V4000M70-000947;154;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X56999100570;X56999100570;X56999100570;12V4000M53;12VM53;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM53-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0250-01-200.webp;BLIND FLANGE FOR ENGINE SHIPPING;BLIND FLANGE FOR ENGINE SHIPPING;New;New;;;;;;3.65 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002087;250;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X57299100096;X57299100096;X57299100096;12V4000M53;12VM53;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM53-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0251-01-1750.webp;SPACER SLEEVE;SPACER SLEEVE;New;New;;;;;9 X 15 X 25;0.022 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002117;251;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X57508300091;X57508300091;X57508300091;16V4000M73;16VM73;83;FUEL FILTER;83 FUEL FILTER;16VM73-83;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0121-01-10.webp;FUEL FILTER SPIN-ON;FUEL FILTER SPIN-ON;New;New;X57508300091;X57508300091;X00042421;X00042421;;1.377 kg;orphan_superseded_new;unknown_new_from_superseded;;;;RB-16V4000M73-000691;X00042421;16V4000M73;;import;synthetic_new_from_orphan_superseded;true;1;16V4000M73;RB-16V4000M73-000691;121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X57509600008;X57509600008;X57509600008;12V4000M53;12VM53;500;MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;500 MONITORING AND CONTROL SYSTEM, GENERAL ELECTRICAL EQUIPMENT;12VM53-500;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0301-01-1950.webp;DAMPER ELEMENT;DAMPER ELEMENT;New;New;;;;;FUER M6 SCHRAUBE;0.037 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002416;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X57518300050;X57518300050;X57518300050;12V4000M53;12VM53;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;12VM53-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0038-02-2300.webp;PLUG;PLUG;New;New;;;;;;0.07 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000184;40;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X57518500023;X57518500023;X57518500023;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0242-01-30.webp;SCREW-FITTING UNION F/TURBO OIL SUPPLY;SCREW-FITTING UNION F/TURBO OIL SUPPLY;New;New;;;;;INNENDURCHMESSER 2MM;0.025 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002011;242;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X58401100013/24;X58401100013/24;X58401100013/24;20V4000M93;20VM93;10;CRANKCASE AND ATTACHMENTS;10 CRANKCASE AND ATTACHMENTS;20VM93-10;;SAFETY VALVE CCS ACCEPTANCE;SAFETY VALVE CCS ACCEPTANCE;New;New;X58401100013/24;X58401100013/24;0000180729/24, X52401100007/24;0000180729/24, X52401100007/24;;4.2 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000009;21;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X58401100013/31;X58401100013/31;X58401100013/31;12V4000M53;12VM53;11;CRANKCASE;11 CRANKCASE;12VM53-11;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0025-01-60.webp;SAFETY VALVE LR ACCEPTANCE;SAFETY VALVE LR ACCEPTANCE;New;New;X58401100013/31;X58401100013/31;0000180729/31, X52401100007/31;0000180729/31, X52401100007/31;;4.4 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000053;26;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X58401100013/87;X58401100013/87;X58401100013/87;16V4000M73L;16VM73L;10;CRANKCASE AND ATTACHMENTS;10 CRANKCASE AND ATTACHMENTS;16VM73L-10;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0011-01-60.webp;SAFETY VALVE WITH TEST CERT. 3.1;SAFETY VALVE WITH TEST CERT. 3.1;New;New;X58401100013/87;X58401100013/87;0000180729, 0000180729/87, X52401100007, X52401100007/87, X58401100013;0000180729, 0000180729/87, X52401100007, X52401100007/87, X58401100013;;4.12 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73L;RB-16V4000M73L-000009;12;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X58499100113;X58499100113;X58499100113;20V4000M93;20VM93;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;20VM93-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0266-01-40.webp;BLIND FLANGE;BLIND FLANGE;New;New;;;;;;1.61 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-002206;266;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X58499100116;X58499100116;X58499100116;20V4000M93;20VM93;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;20VM93-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0271-01-200.webp;BLIND FLANGE FOR ENGINE SHIPPING;BLIND FLANGE FOR ENGINE SHIPPING;New;New;;;;;;4.7 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-002257;271;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59301100005;X59301100005;X59301100005;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0023-01-20.webp;CRANKSHAFT BRG CAP;CRANKSHAFT BRG CAP;New;New;;;;;;12.485 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000036;23;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59301100049;X59301100049;X59301100049;16V4000M73L;16VM73L;11;CRANKCASE;11 CRANKCASE;16VM73L-11;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0503-01-100.webp;INSPECT PORT COVER W/OIL FILLER NECK;INSPECT PORT COVER W/OIL FILLER NECK;New;New;X59301100049;X59301100049;X52401100009, X59401100017;X52401100009, X59401100017;;6,858 KG;orphan_superseded_new;unknown_new_from_superseded;;;;RB-16V4000M73L-003384;X59401100017;16V4000M73L;;import;synthetic_new_from_orphan_superseded;true;1;16V4000M73L;RB-16V4000M73L-003384;503;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X59301300038;X59301300038;X59301300038;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0023-01-130.webp;CYLINDER LINER STAGE 1;CYLINDER LINER STAGE 1;New;New;X59301300038;X59301300038;X59301300013;X59301300013;;17.1 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000044;23;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59301300039;X59301300039;X59301300039;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0023-01-150.webp;CYLINDER LINER STAGE 2;CYLINDER LINER STAGE 2;New;New;X59301300039;X59301300039;X59301300014;X59301300014;;18.7 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000045;23;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59301600002;X59301600002;X59301600002;12V4000M53;12VM53;16;END HOUSING, DRIVING END AND FREE END;16 END HOUSING, DRIVING END AND FREE END;12VM53-16;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0035-01-60.webp;DEAD-CENTER INDICATR;DEAD-CENTER INDICATR;New;New;X59301600002;X59301600002;5280150031;5280150031;;0.24 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000114;35;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59301800021/88;X59301800021/88;X59301800021/88;20V4000M93;20VM93;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;20VM93-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-5250.webp;RUBBER SLEEVE;RUBBER SLEEVE;New;New;X59301800021/88;X59301800021/88;700368045011;700368045011;45 X 80;0.1 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-20V4000M93-000249;700368045011;20V4000M93;;import;synthetic_new_from_orphan_superseded;true;1;20V4000M93;RB-20V4000M93-000249;41;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X59301800035;X59301800035;X59301800035;12V4000M53;12VM53;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;12VM53-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0039-02-6450.webp;OIL LINE;OIL LINE;New;New;;;;;;0.24 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000255;41;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59301800036;X59301800036;X59301800036;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0044-01-50.webp;IMPAKTOR CARRIER;IMPAKTOR CARRIER;New;New;;;;;;10,454 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000273;44;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59301800037;X59301800037;X59301800037;12V4000M53;12VM53;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;12VM53-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0038-02-350.webp;IMPAKTOR CARRIER;IMPAKTOR CARRIER;New;New;;;;;;10.215 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000154;40;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59302400005;X59302400005;X59302400005;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0049-01-300.webp;AXLE;AXLE;New;New;;;;;;4.65 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000304;49;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59302400011;X59302400011;X59302400011;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0056-01-50.webp;EQUIPMENT RACK;EQUIPMENT RACK;New;New;X59302400011;X59302400011;;;;208.700 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000323;56;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59302400011/75;X59302400011/75;X59302400011/75;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0049-01-50.webp;EQUIPMENT RACK PRIMED;EQUIPMENT RACK PRIMED;New;New;;;;;;208,700 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000301;49;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59302400026/75;X59302400026/75;X59302400026/75;12V4000M53;12VM53;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;12VM53-24;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0048-01-50.webp;EQUIPMENT RACK PRIMED;EQUIPMENT RACK PRIMED;New;New;X59302400026/75;X59302400026/75;X59302400004, X59302400019, X52602400003, X59302400013, X00010383, X59402400003, X59302400016, X59302400016/75;X59302400004, X59302400019, X52602400003, X59302400013, X00010383, X59402400003, X59302400016, X59302400016/75;;260 KGM;orphan_superseded_new;unknown_new_from_superseded;;;;RB-12V4000M53-000280;X59302400016/75;12V4000M53;;import;synthetic_new_from_orphan_superseded;true;1;12V4000M53;RB-12V4000M53-000280;48;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X59302400027/75;X59302400027/75;X59302400027/75;16V4000M73;16VM73, 20VM93, 20VM93L;24;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;16VM73-24, 20VM93-24, 20VM93L-24;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0054-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0051-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1151-01-200.webp;EQUIPMENT RACK;EQUIPMENT RACK;New;New;X59302400027/75;X59302400027/75;X59602400006, X59602400001, X59602400009, X59402400004, X59402400005/75, X59402400005;X59602400006, X59602400001, X59602400009, X59402400004, X59402400005/75, X59402400005;;262.600 kg;orphan_superseded_new;unknown_new_from_superseded;;;;RB-16V4000M73-000302;X59402400005;16V4000M73;kept:orphan_superseded_new:synthetic_new_from_orphan_superseded | dropped:orphan_superseded_new:synthetic_new_from_orphan_superseded | kept:orphan_superseded_new:synthetic_new_from_orphan_superseded | dropped:orphan_superseded_new:synthetic_new_from_orphan_superseded;import;synthetic_new_from_orphan_superseded;true;1;16V4000M73;RB-16V4000M73-000302;55;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;synthetic_new_from_orphan_superseded
X59303100024;X59303100024;X59303100024;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0036-01-700.webp;THRUST WASHER;THRUST WASHER;New;New;X59303100024;X59303100024;5280330062, 5280330262, 5280330362;5280330062, 5280330262, 5280330362;;8.836 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000147;36;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59305200001;X59305200001;X59305200001;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0049-01-250.webp;IDLER GEAR FOR CAMSHAFT DRIVE;IDLER GEAR FOR CAMSHAFT DRIVE;New;New;X59305200001;X59305200001;E23540425, 5240500105, 5240500305, 23540425, 5240500405, 5240500705;E23540425, 5240500105, 5240500305, 23540425, 5240500405, 5240500705;;17.4 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000303;49;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59305200002;X59305200002;X59305200002;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0050-01-100.webp;BUSHING;BUSHING;New;New;;;;;;0.304 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000323;50;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59305200003;X59305200003;X59305200003;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0050-01-50.webp;IDLER GEAR;IDLER GEAR;New;New;X59305200003;X59305200003;;;;19,040 kg;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000322;50;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59305200005;X59305200005;X59305200005;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0057-01-10.webp;IDLER GEAR;IDLER GEAR;New;New;;;;;;;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000344;57;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59307800013;X59307800013;X59307800013;12V4000M53;12VM53;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;12VM53-77;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0100-02-170.webp;RETAINER;RETAINER;New;New;;;;;;0.55 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000547;101;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100005;X59308100005;X59308100005;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-220.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.86 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000640;107;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100007;X59308100007;X59308100007;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-820.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.325 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000697;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100008;X59308100008;X59308100008;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-870.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.365 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000701;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100011;X59308100011;X59308100011;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-440.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.183 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000660;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100028;X59308100028;X59308100028;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-700.webp;FUEL LINE;FUEL LINE;New;New;;;;;;0.8 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000688;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X59308100038;X59308100038;X59308100038;12V4000M53;12VM53;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM53-80;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0107-01-640.webp;ELBOW;ELBOW;New;New;;;;;;1.23 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-000682;108;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
