Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;old_number_01;old_ruta_01;old_number_02;old_ruta_02;old_number_03;old_ruta_03;old_number_04;old_ruta_04;old_number_05;old_ruta_05;old_number_06;old_ruta_06;old_number_07;old_ruta_07;old_number_08;old_ruta_08;old_number_09;old_ruta_09;old_number_10;old_ruta_10;old_number_11;old_ruta_11;old_number_12;old_ruta_12;old_number_13;old_ruta_13;old_number_14;old_ruta_14;old_number_15;old_ruta_15;old_number_16;old_ruta_16;old_number_17;old_ruta_17;old_number_18;old_ruta_18;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-20V4000M93-002916;20260606.0305;1100;GASKET;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;535D01023/1;5330121289653;MMN375;SI;;;;0.007 KGM;0.007 KGM;;piezas;20V4000M93-0318, 20V4000M93-0714, 20V4000M93-1110, 20V4000M93-1506, 20V4000M93L-1427, 20V4000M93L-1807;X59620800002;20V4000M93-0318-01.webp, 20V4000M93-0714-01.webp, 20V4000M93-1110-01.webp, 20V4000M93-1506-01.webp, 20V4000M93L-1427-01.webp, 20V4000M93L-1807-01.webp;20V4000M93, 20V4000M93L;;;New;535D01023/1;635D01023/1;635D01023/1;https://milu-naval.com/producto/635D01023-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0318-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0318-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0714-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0714-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1110-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1110-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1506-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1506-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1427-01-1100.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1427-01.webp
RB-20V4000M93-002915;20260606.0305;1050;COOL LEVEL DISPLAY UPPER PART;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;535D01508/1;6680121491209;;NO;;;;0.463 KGM;0.463 KGM;;piezas;20V4000M93-0318, 20V4000M93-0714, 20V4000M93-1110, 20V4000M93-1506, 20V4000M93L-1427, 20V4000M93L-1807;X59620800002;20V4000M93-0318-01.webp, 20V4000M93-0714-01.webp, 20V4000M93-1110-01.webp, 20V4000M93-1506-01.webp, 20V4000M93L-1427-01.webp, 20V4000M93L-1807-01.webp;20V4000M93, 20V4000M93L;;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0318-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0318-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0714-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0714-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1110-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1110-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1506-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1506-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1427-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1427-01.webp
RB-12V4000M40A-002435;20260606.0305;720;OVAL-HEAD SCREW;12V4000M40A;12VM40A;;000000000611;5305124017103;DIN7985;SI;;;;0.006 KGM;0.006 KGM;M 3 X 6;piezas;12V4000M40A-0359, 12V4000M40A-0388;5185302185;12V4000M40A-0356-01.webp, 12V4000M40A-0356-02.webp, 12V4000M40A-0357-01.webp, 12V4000M40A-0387-01.webp;12V4000M40A;;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0356-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0356-02-720.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0356-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0357-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0387-01-355.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0387-01.webp
RB-20V4000M93L-002253;20260606.0305;400;VALVE BALL ASM;20V4000M93L;20VM93L;;635A16700/2;4820123959329;;NO;202-30;;202-30;0.207 KGM;0.207 KGM;;piezas;20V4000M93L-1374, 20V4000M93L-1754;XS596200.00011;20V4000M93L-1374-01.webp, 20V4000M93L-1754-01.webp;20V4000M93L;20VM93L-202;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1374-01-400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1374-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1754-01-400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1754-01.webp
RB-16V4000M73-002141;20260606.0305;340;THREADED BUSHING;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;635D16007/1;4730123890325;;NO;202-65;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;0.182 KGM;0.182 KGM;;piezas;16V4000M73-0271, 16V4000M73-0625, 16V4000M73-0980, 16V4000M73-1334, 16V4000M73L-0252, 16V4000M73L-0738, 16V4000M73L-1083, 16V4000M73L-1419;XS595200.00090;16V4000M73-0268-01.webp, 16V4000M73-0268-02.webp, 16V4000M73-0269-01.webp, 16V4000M73-0269-02.webp, 16V4000M73-0270-01.webp, 16V4000M73-0622-01.webp, 16V4000M73-0622-02.webp, 16V4000M73-0623-01.webp, 16V4000M73-0623-02.webp, 16V4000M73-0624-01.webp, 16V4000M73-0977-01.webp, 16V4000M73-0977-02.webp, 16V4000M73-0978-01.webp, 16V4000M73-0978-02.webp, 16V4000M73-0979-01.webp, 16V4000M73-1331-01.webp, 16V4000M73-1331-02.webp, 16V4000M73-1332-01.webp, 16V4000M73-1332-02.webp, 16V4000M73-1333-01.webp;16V4000M73, 16V4000M73L;16VM73-202, 16VM73L-200;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0268-01-645.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0268-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0268-02-340.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0268-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0269-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0269-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0270-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0622-01-645.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0622-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0622-02-340.webp
RB-12V4000M40A-000143;20260606.0305;230;CLAMP;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12VM40A, 12VM70, 16VM61, 16VM73, 16VM73L, 16VM90, 20VM93, 20VM93L;;000000000668;4730123852641;MBN10223;SI;018-12;CRANKCASE BREATHER;18 CRANKCASE BREATHER;0.026 KGM;0.026 KGM;25- 40X12-SW8-W3;piezas;12V4000M40A-0029, 12V4000M70-0041, 12V4000M70-0380, 16V4000M61-0028, 16V4000M61-0535, 16V4000M73-0043, 16V4000M73-0397, 16V4000M73-0751, 16V4000M73-1106, 16V4000M73L-0032, 16V4000M73L-0517, 16V4000M73L-0862, 16V4000M73L-1205, 16V4000M90-0034, 20V4000M93-0040, 20V4000M93-0041, 20V4000M93-0436, 20V4000M93-0437, 20V4000M93-0832, 20V4000M93-0833, 20V4000M93-1228, 20V4000M93-1229, 20V4000M93L-1142, 20V4000M93L-1143, 20V4000M93L-1515, 20V4000M93L-1516;010.00367;12V4000M40A-0029-01.webp, 12V4000M70-0041-01.webp, 12V4000M70-0380-01.webp, 16V4000M61-0028-01.webp, 16V4000M61-0535-01.webp, 16V4000M73-0041-01.webp, 16V4000M73-0041-02.webp, 16V4000M73-0042-01.webp, 16V4000M73-0042-02.webp, 16V4000M73-0395-01.webp, 16V4000M73-0395-02.webp, 16V4000M73-0396-01.webp, 16V4000M73-0396-02.webp, 16V4000M73-0749-01.webp, 16V4000M73-0749-02.webp, 16V4000M73-0750-01.webp, 16V4000M73-0750-02.webp, 16V4000M73-1104-01.webp, 16V4000M73-1104-02.webp, 16V4000M73-1105-01.webp, 16V4000M73-1105-02.webp, 16V4000M73L-0030-01.webp, 16V4000M73L-0030-02.webp, 16V4000M73L-0031-01.webp, 16V4000M73L-0031-02.webp, 16V4000M73L-0515-01.webp, 16V4000M73L-0515-02.webp, 16V4000M73L-0516-01.webp, 16V4000M73L-0516-02.webp, 16V4000M73L-0860-01.webp, 16V4000M73L-0860-02.webp, 16V4000M73L-0861-01.webp, 16V4000M73L-0861-02.webp, 16V4000M73L-1203-01.webp, 16V4000M73L-1203-02.webp, 16V4000M73L-1204-01.webp, 16V4000M73L-1204-02.webp, 16V4000M90-0034-01.webp, 20V4000M93-0039-01.webp, 20V4000M93-0039-02.webp, 20V4000M93-0435-01.webp, 20V4000M93-0435-02.webp, 20V4000M93-0831-01.webp, 20V4000M93-0831-02.webp, 20V4000M93-1227-01.webp, 20V4000M93-1227-02.webp, 20V4000M93L-1141-01.webp, 20V4000M93L-1141-02.webp, 20V4000M93L-1514-01.webp, 20V4000M93L-1514-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12VM40A-18, 12VM70-18, 16VM61-18, 16VM73-18, 16VM73L-18, 16VM90-18, 20VM93-18, 20VM93L-18;;New;000000000668;0069970490, 916018025000, 700433024000, 916026028000, 916026025000, 0009976290, 916017025000;0069970490;https://milu-naval.com/producto/0069970490;916018025000;https://milu-naval.com/producto/916018025000;700433024000;https://milu-naval.com/producto/700433024000;916026028000;https://milu-naval.com/producto/916026028000;916026025000;https://milu-naval.com/producto/916026025000;0009976290;https://milu-naval.com/producto/0009976290;916017025000;https://milu-naval.com/producto/916017025000;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0029-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0029-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0041-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0041-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0380-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0380-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0028-01-205.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0028-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0535-01-205.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M61-POS/16V4000M61-0535-01.webp
RB-16V4000M73-000274;20260606.0305;6300;CLAMP;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000670;4730123852639;MBN10223;SI;018-10;CRANKCASE BREATHER;18 CRANKCASE BREATHER;0.029 KGM;0.029 KGM;35- 50X12-SW8-W3;piezas;16V4000M73-0045, 16V4000M73-0399, 16V4000M73-0753, 16V4000M73-1108, 16V4000M73L-0033, 16V4000M73L-0518, 16V4000M73L-0863, 16V4000M73L-1206, 20V4000M93-0041, 20V4000M93-0437, 20V4000M93-0833, 20V4000M93-1229, 20V4000M93L-1143, 20V4000M93L-1516;XS595180.00017;16V4000M73-0041-01.webp, 16V4000M73-0041-02.webp, 16V4000M73-0042-01.webp, 16V4000M73-0042-02.webp, 16V4000M73-0395-01.webp, 16V4000M73-0395-02.webp, 16V4000M73-0396-01.webp, 16V4000M73-0396-02.webp, 16V4000M73-0749-01.webp, 16V4000M73-0749-02.webp, 16V4000M73-0750-01.webp, 16V4000M73-0750-02.webp, 16V4000M73-1104-01.webp, 16V4000M73-1104-02.webp, 16V4000M73-1105-01.webp, 16V4000M73-1105-02.webp, 16V4000M73L-0030-01.webp, 16V4000M73L-0030-02.webp, 16V4000M73L-0031-01.webp, 16V4000M73L-0031-02.webp, 16V4000M73L-0515-01.webp, 16V4000M73L-0515-02.webp, 16V4000M73L-0516-01.webp, 16V4000M73L-0516-02.webp, 16V4000M73L-0860-01.webp, 16V4000M73L-0860-02.webp, 16V4000M73L-0861-01.webp, 16V4000M73L-0861-02.webp, 16V4000M73L-1203-01.webp, 16V4000M73L-1203-02.webp, 16V4000M73L-1204-01.webp, 16V4000M73L-1204-02.webp, 20V4000M93-0039-01.webp, 20V4000M93-0039-02.webp, 20V4000M93-0435-01.webp, 20V4000M93-0435-02.webp, 20V4000M93-0831-01.webp, 20V4000M93-0831-02.webp, 20V4000M93-1227-01.webp, 20V4000M93-1227-02.webp, 20V4000M93L-1141-01.webp, 20V4000M93L-1141-02.webp, 20V4000M93L-1514-01.webp, 20V4000M93L-1514-02.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-18, 16VM73L-18, 20VM93-18, 20VM93L-18;;New;000000000670;916017032000;916017032000;https://milu-naval.com/producto/916017032000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0041-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0041-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0041-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0042-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0042-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0395-01-6300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0395-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0395-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0396-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0396-02.webp
RB-16V4000M73-000276;20260606.0305;6450;CLAMP;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000671;4730123554509;MBN10223;SI;018-10;CRANKCASE BREATHER;18 CRANKCASE BREATHER;0.032 KGM;0.032 KGM;40- 60X12-SW8-W3;piezas;16V4000M73-0045, 16V4000M73-0399, 16V4000M73-0753, 16V4000M73-1108, 16V4000M73L-0033, 16V4000M73L-0518, 16V4000M73L-0863, 16V4000M73L-1206, 20V4000M93-0041, 20V4000M93-0437, 20V4000M93-0833, 20V4000M93-1229, 20V4000M93L-1143, 20V4000M93L-1516;XS595180.00017;16V4000M73-0041-01.webp, 16V4000M73-0041-02.webp, 16V4000M73-0042-01.webp, 16V4000M73-0042-02.webp, 16V4000M73-0395-01.webp, 16V4000M73-0395-02.webp, 16V4000M73-0396-01.webp, 16V4000M73-0396-02.webp, 16V4000M73-0749-01.webp, 16V4000M73-0749-02.webp, 16V4000M73-0750-01.webp, 16V4000M73-0750-02.webp, 16V4000M73-1104-01.webp, 16V4000M73-1104-02.webp, 16V4000M73-1105-01.webp, 16V4000M73-1105-02.webp, 16V4000M73L-0030-01.webp, 16V4000M73L-0030-02.webp, 16V4000M73L-0031-01.webp, 16V4000M73L-0031-02.webp, 16V4000M73L-0515-01.webp, 16V4000M73L-0515-02.webp, 16V4000M73L-0516-01.webp, 16V4000M73L-0516-02.webp, 16V4000M73L-0860-01.webp, 16V4000M73L-0860-02.webp, 16V4000M73L-0861-01.webp, 16V4000M73L-0861-02.webp, 16V4000M73L-1203-01.webp, 16V4000M73L-1203-02.webp, 16V4000M73L-1204-01.webp, 16V4000M73L-1204-02.webp, 20V4000M93-0039-01.webp, 20V4000M93-0039-02.webp, 20V4000M93-0435-01.webp, 20V4000M93-0435-02.webp, 20V4000M93-0831-01.webp, 20V4000M93-0831-02.webp, 20V4000M93-1227-01.webp, 20V4000M93-1227-02.webp, 20V4000M93L-1141-01.webp, 20V4000M93L-1141-02.webp, 20V4000M93L-1514-01.webp, 20V4000M93L-1514-02.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-18, 16VM73L-18, 20VM93-18, 20VM93L-18;;New;000000000671;700433036000, 916026036000, 0009971590, 0009971690, 916017040000;700433036000;https://milu-naval.com/producto/700433036000;916026036000;https://milu-naval.com/producto/916026036000;0009971590;https://milu-naval.com/producto/0009971590;0009971690;https://milu-naval.com/producto/0009971690;916017040000;https://milu-naval.com/producto/916017040000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0041-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0041-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0041-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0042-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0042-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0395-01-6450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0395-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0395-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0396-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0396-02.webp
RB-16V4000M73-000044;20260606.0305;260;HEX SCREW;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000897;5305124003120;ISO4017;SI;011-05;CRANKCASE;11 CRANKCASE;0.03 KGM;0.03 KGM;M 10 X 40;piezas;16V4000M73-0026, 16V4000M73-0380, 16V4000M73-0734, 16V4000M73-1089, 16V4000M73L-0015, 16V4000M73L-0500, 16V4000M73L-0845, 16V4000M73L-1188, 20V4000M93-0023, 20V4000M93-0419, 20V4000M93-0815, 20V4000M93-1211, 20V4000M93L-1125, 20V4000M93L-1498;XS595010.00016;16V4000M73-0026-01.webp, 16V4000M73-0380-01.webp, 16V4000M73-0734-01.webp, 16V4000M73-1089-01.webp, 16V4000M73L-0015-01.webp, 16V4000M73L-0500-01.webp, 16V4000M73L-0845-01.webp, 16V4000M73L-1188-01.webp, 20V4000M93-0023-01.webp, 20V4000M93-0419-01.webp, 20V4000M93-0815-01.webp, 20V4000M93-1211-01.webp, 20V4000M93L-1125-01.webp, 20V4000M93L-1498-01.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-11, 16VM73L-11, 20VM93-11, 20VM93L-11;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0026-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0026-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0380-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0380-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0734-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0734-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1089-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1089-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0015-01-260.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0015-01.webp
RB-12V4000M53-000291;20260606.0305;230;HEX SCREW;12V4000M53, 20V4000M93;12VM53, 20VM93;;000000000904;5305123800738;ISO4017;SI;024-05;GEARCASE, AUX PTO END;24 GEARCASE, AUX PTO END;0.075 KGM;0.075 KGM;M 12 X 80;piezas;12V4000M53-0048, 12V4000M53-0111, 12V4000M53-0403, 12V4000M53-0466, 20V4000M93-0052, 20V4000M93-0448, 20V4000M93-0844, 20V4000M93-1240;XS593020.00010;12V4000M53-0048-01.webp, 12V4000M53-0110-01.webp, 12V4000M53-0110-02.webp, 12V4000M53-0403-01.webp, 12V4000M53-0465-01.webp, 12V4000M53-0465-02.webp, 20V4000M93-0051-01.webp, 20V4000M93-0051-02.webp, 20V4000M93-0447-01.webp, 20V4000M93-0447-02.webp, 20V4000M93-0843-01.webp, 20V4000M93-0843-02.webp, 20V4000M93-1239-01.webp, 20V4000M93-1239-02.webp;12V4000M53, 20V4000M93;12VM53-24, 12VM53-80, 20VM93-24;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0048-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0048-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0110-01-440.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0110-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0110-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0403-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0403-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0465-01-440.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0465-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0465-02.webp
RB-16V4000M73-002473;20260606.0305;900;HEX SCREW;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;000000000905;;ISO4017;SI;;;;0.044 KGM;0.044 KGM;M 12 X 40;piezas;16V4000M73-0294, 16V4000M73-0648, 16V4000M73-1003, 16V4000M73-1357, 16V4000M73L-0256, 16V4000M73L-0742, 16V4000M73L-1087, 16V4000M73L-1423, 20V4000M93-0310, 20V4000M93-0706, 20V4000M93-1102, 20V4000M93-1498, 20V4000M93L-1419, 20V4000M93L-1799;X59420700008;16V4000M73-0294-01.webp, 16V4000M73-0648-01.webp, 16V4000M73-1003-01.webp, 16V4000M73-1357-01.webp, 16V4000M73L-0256-01.webp, 16V4000M73L-0742-01.webp, 16V4000M73L-1087-01.webp, 16V4000M73L-1423-01.webp, 20V4000M93-0310-01.webp, 20V4000M93-0706-01.webp, 20V4000M93-1102-01.webp, 20V4000M93-1498-01.webp, 20V4000M93L-1419-01.webp, 20V4000M93L-1799-01.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0294-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0294-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0648-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0648-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1003-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1003-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1357-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1357-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0256-01-900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0256-01.webp
